basomrade,year,cumulative_immigration_surplus_min_3_years_of_higher_education_aged_25_64
6341410_pershagen,2002,0
6341410_pershagen,2003,-8
6341410_pershagen,2004,15
6341410_pershagen,2005,23
6341410_pershagen,2006,32
6341410_pershagen,2007,27
6341410_pershagen,2008,32
6341410_pershagen,2009,40
6341410_pershagen,2010,48
6341410_pershagen,2011,47
6341410_pershagen,2012,66
6341410_pershagen,2013,70
6341410_pershagen,2014,72
6341430_tveta_glesbygd,2000,3
6341430_tveta_glesbygd,2001,9
6341430_tveta_glesbygd,2002,9
6341430_tveta_glesbygd,2003,12
6341430_tveta_glesbygd,2004,12
6341430_tveta_glesbygd,2005,12
6341430_tveta_glesbygd,2006,17
6341430_tveta_glesbygd,2007,17
6341430_tveta_glesbygd,2008,18
6341430_tveta_glesbygd,2009,25
6341430_tveta_glesbygd,2010,32
6341430_tveta_glesbygd,2011,26
6341430_tveta_glesbygd,2012,18
6341430_tveta_glesbygd,2013,24
6341430_tveta_glesbygd,2014,24
6341451_hovsjo,2000,13
6341451_hovsjo,2001,4
6341451_hovsjo,2002,-2
6341451_hovsjo,2003,-7
6341451_hovsjo,2004,-15
6341451_hovsjo,2005,-20
6341451_hovsjo,2006,-37
6341451_hovsjo,2007,-50
6341451_hovsjo,2008,-77
6341451_hovsjo,2009,-101
6341451_hovsjo,2010,-122
6341451_hovsjo,2011,-126
6341451_hovsjo,2012,-136
6341451_hovsjo,2013,-140
6341451_hovsjo,2014,-160
6351200_enhorna_glesbygd,2000,6
6351200_enhorna_glesbygd,2001,9
6351200_enhorna_glesbygd,2002,13
6351200_enhorna_glesbygd,2003,28
6351200_enhorna_glesbygd,2004,31
6351200_enhorna_glesbygd,2005,42
6351200_enhorna_glesbygd,2006,43
6351200_enhorna_glesbygd,2007,47
6351200_enhorna_glesbygd,2008,55
6351200_enhorna_glesbygd,2009,48
6351200_enhorna_glesbygd,2010,46
6351200_enhorna_glesbygd,2011,46
6351200_enhorna_glesbygd,2012,44
6351200_enhorna_glesbygd,2013,49
6351200_enhorna_glesbygd,2014,52
6351210_ekeby,2000,6
6351210_ekeby,2001,5
6351210_ekeby,2002,5
6351210_ekeby,2003,-1
6351210_ekeby,2004,11
6351210_ekeby,2005,9
6351210_ekeby,2006,14
6351210_ekeby,2007,20
6351210_ekeby,2008,22
6351210_ekeby,2009,14
6351210_ekeby,2010,14
6351210_ekeby,2011,15
6351210_ekeby,2012,17
6351210_ekeby,2013,13
6351210_ekeby,2014,16
6381100_molnbo,2000,1
6381100_molnbo,2001,6
6381100_molnbo,2002,15
6381100_molnbo,2003,11
6381100_molnbo,2004,20
6381100_molnbo,2005,27
6381100_molnbo,2006,28
6381100_molnbo,2007,39
6381100_molnbo,2008,47
6381100_molnbo,2009,41
6381100_molnbo,2010,41
6381100_molnbo,2011,49
6381100_molnbo,2012,50
6381100_molnbo,2013,51
6381100_molnbo,2014,48
6381500_vardinge_glesbygd,2000,0
6381500_vardinge_glesbygd,2001,5
6381500_vardinge_glesbygd,2002,1
6381500_vardinge_glesbygd,2003,3
6381500_vardinge_glesbygd,2004,6
6381500_vardinge_glesbygd,2005,10
6381500_vardinge_glesbygd,2006,8
6381500_vardinge_glesbygd,2007,10
6381500_vardinge_glesbygd,2008,7
6381500_vardinge_glesbygd,2009,10
6381500_vardinge_glesbygd,2010,14
6381500_vardinge_glesbygd,2011,19
6381500_vardinge_glesbygd,2012,18
6381500_vardinge_glesbygd,2013,23
6381500_vardinge_glesbygd,2014,26
6382100_jarna,2000,2
6382100_jarna,2001,16
6382100_jarna,2002,15
6382100_jarna,2003,17
6382100_jarna,2004,3
6382100_jarna,2005,3
6382100_jarna,2006,-2
6382100_jarna,2007,0
6382100_jarna,2008,-12
6382100_jarna,2009,-13
6382100_jarna,2010,-16
6382100_jarna,2011,-11
6382100_jarna,2012,-6
6382100_jarna,2013,10
6382100_jarna,2014,10
6382500_overjarna_glesbygd,2000,6
6382500_overjarna_glesbygd,2001,24
6382500_overjarna_glesbygd,2002,46
6382500_overjarna_glesbygd,2003,70
6382500_overjarna_glesbygd,2004,103
6382500_overjarna_glesbygd,2005,137
6382500_overjarna_glesbygd,2006,149
6382500_overjarna_glesbygd,2007,159
6382500_overjarna_glesbygd,2008,174
6382500_overjarna_glesbygd,2009,182
6382500_overjarna_glesbygd,2010,172
6382500_overjarna_glesbygd,2011,182
6382500_overjarna_glesbygd,2012,180
6382500_overjarna_glesbygd,2013,188
6382500_overjarna_glesbygd,2014,201
6383000_ytterjarna_forsamling,2000,-13
6383000_ytterjarna_forsamling,2001,-24
6383000_ytterjarna_forsamling,2002,-21
6383000_ytterjarna_forsamling,2003,-34
6383000_ytterjarna_forsamling,2004,-44
6383000_ytterjarna_forsamling,2005,-52
6383000_ytterjarna_forsamling,2006,-66
6383000_ytterjarna_forsamling,2007,-70
6383000_ytterjarna_forsamling,2008,-51
6383000_ytterjarna_forsamling,2009,-36
6383000_ytterjarna_forsamling,2010,-40
6383000_ytterjarna_forsamling,2011,-26
6383000_ytterjarna_forsamling,2012,-29
6383000_ytterjarna_forsamling,2013,-25
6383000_ytterjarna_forsamling,2014,-20
6391100_holo,2000,0
6391100_holo,2001,4
6391100_holo,2002,4
6391100_holo,2003,6
6391100_holo,2004,7
6391100_holo,2005,7
6391100_holo,2006,4
6391100_holo,2007,11
6391100_holo,2008,8
6391100_holo,2009,14
6391100_holo,2010,16
6391100_holo,2011,17
6391100_holo,2012,15
6391100_holo,2013,14
6391100_holo,2014,16
6391500_holo_glesbygd,2000,-3
6391500_holo_glesbygd,2001,3
6391500_holo_glesbygd,2002,1
6391500_holo_glesbygd,2003,17
6391500_holo_glesbygd,2004,22
6391500_holo_glesbygd,2005,31
6391500_holo_glesbygd,2006,36
6391500_holo_glesbygd,2007,42
6391500_holo_glesbygd,2008,49
6391500_holo_glesbygd,2009,46
6391500_holo_glesbygd,2010,59
6391500_holo_glesbygd,2011,59
6391500_holo_glesbygd,2012,74
6391500_holo_glesbygd,2013,75
6391500_holo_glesbygd,2014,71
6392000_morko_forsamling,2000,-3
6392000_morko_forsamling,2001,-6
6392000_morko_forsamling,2002,-6
6392000_morko_forsamling,2003,-2
6392000_morko_forsamling,2004,-1
6392000_morko_forsamling,2005,-4
6392000_morko_forsamling,2006,-2
6392000_morko_forsamling,2007,6
6392000_morko_forsamling,2008,3
6392000_morko_forsamling,2009,5
6392000_morko_forsamling,2010,3
6392000_morko_forsamling,2011,-10
6392000_morko_forsamling,2012,-7
6392000_morko_forsamling,2013,0
6392000_morko_forsamling,2014,-2
5411010_henriksdal,2000,11
5411010_henriksdal,2001,16
5411010_henriksdal,2002,17
5411010_henriksdal,2003,12
5411010_henriksdal,2004,7
5411010_henriksdal,2005,5
5411010_henriksdal,2006,12
5411010_henriksdal,2007,-2
5411010_henriksdal,2008,-12
5411010_henriksdal,2009,-24
5411010_henriksdal,2010,-20
5411010_henriksdal,2011,2
5411010_henriksdal,2012,-12
5411010_henriksdal,2013,-8
5411010_henriksdal,2014,-1
5411020_finnberget,2000,0
5411020_finnberget,2001,8
5411020_finnberget,2002,-1
5411020_finnberget,2003,6
5411020_finnberget,2004,34
5411020_finnberget,2005,53
5411020_finnberget,2006,54
5411020_finnberget,2007,69
5411020_finnberget,2008,74
5411020_finnberget,2009,71
5411020_finnberget,2010,78
5411020_finnberget,2011,72
5411020_finnberget,2012,69
5411020_finnberget,2013,65
5411020_finnberget,2014,66
5411030_kvarnholmen,2000,-3
5411030_kvarnholmen,2001,-6
5411030_kvarnholmen,2002,-3
5411030_kvarnholmen,2003,-5
5411030_kvarnholmen,2004,-5
5411030_kvarnholmen,2005,5
5411030_kvarnholmen,2006,4
5411030_kvarnholmen,2007,-1
5411030_kvarnholmen,2008,-1
5411030_kvarnholmen,2009,1
5411030_kvarnholmen,2010,4
5411030_kvarnholmen,2011,5
5411030_kvarnholmen,2012,37
5411030_kvarnholmen,2013,62
5411030_kvarnholmen,2014,170
5411040_danviken,2000,33
5411040_danviken,2001,94
5411040_danviken,2002,97
5411040_danviken,2003,108
5411040_danviken,2004,175
5411040_danviken,2005,234
5411040_danviken,2006,315
5411040_danviken,2007,443
5411040_danviken,2008,521
5411040_danviken,2009,611
5411040_danviken,2010,648
5411040_danviken,2011,657
5411040_danviken,2012,661
5411040_danviken,2013,687
5411040_danviken,2014,756
5411100_alphyddan,2000,16
5411100_alphyddan,2001,21
5411100_alphyddan,2002,33
5411100_alphyddan,2003,46
5411100_alphyddan,2004,30
5411100_alphyddan,2005,23
5411100_alphyddan,2006,16
5411100_alphyddan,2007,4
5411100_alphyddan,2008,4
5411100_alphyddan,2009,4
5411100_alphyddan,2010,-4
5411100_alphyddan,2011,-14
5411100_alphyddan,2012,-30
5411100_alphyddan,2013,-38
5411100_alphyddan,2014,-29
5411110_finntorp,2000,24
5411110_finntorp,2001,30
5411110_finntorp,2002,21
5411110_finntorp,2003,36
5411110_finntorp,2004,34
5411110_finntorp,2005,31
5411110_finntorp,2006,91
5411110_finntorp,2007,75
5411110_finntorp,2008,38
5411110_finntorp,2009,50
5411110_finntorp,2010,81
5411110_finntorp,2011,124
5411110_finntorp,2012,128
5411110_finntorp,2013,130
5411110_finntorp,2014,128
5411130_ekudden,2000,6
5411130_ekudden,2001,8
5411130_ekudden,2002,-1
5411130_ekudden,2003,2
5411130_ekudden,2004,4
5411130_ekudden,2005,-6
5411130_ekudden,2006,8
5411130_ekudden,2007,-2
5411130_ekudden,2008,-10
5411130_ekudden,2009,-4
5411130_ekudden,2010,8
5411130_ekudden,2011,79
5411130_ekudden,2012,89
5411130_ekudden,2013,110
5411130_ekudden,2014,95
5411140_jarla_industriomr,2000,0
5411140_jarla_industriomr,2001,23
5411140_jarla_industriomr,2002,131
5411140_jarla_industriomr,2003,166
5411140_jarla_industriomr,2004,247
5411140_jarla_industriomr,2005,303
5411140_jarla_industriomr,2006,336
5411140_jarla_industriomr,2007,404
5411140_jarla_industriomr,2008,417
5411140_jarla_industriomr,2009,412
5411140_jarla_industriomr,2010,425
5411140_jarla_industriomr,2011,415
5411140_jarla_industriomr,2012,415
5411140_jarla_industriomr,2013,455
5411140_jarla_industriomr,2014,459
5411200_sickla_industriomr,2000,-3
5411200_sickla_industriomr,2001,15
5411200_sickla_industriomr,2002,79
5411200_sickla_industriomr,2003,133
5411200_sickla_industriomr,2004,198
5411200_sickla_industriomr,2005,233
5411200_sickla_industriomr,2006,311
5411200_sickla_industriomr,2007,379
5411200_sickla_industriomr,2008,366
5411200_sickla_industriomr,2009,340
5411200_sickla_industriomr,2010,299
5411200_sickla_industriomr,2011,266
5411200_sickla_industriomr,2012,226
5411200_sickla_industriomr,2013,193
5411200_sickla_industriomr,2014,124
5411210_tallbacken,2000,17
5411210_tallbacken,2001,28
5411210_tallbacken,2002,40
5411210_tallbacken,2003,36
5411210_tallbacken,2004,35
5411210_tallbacken,2005,29
5411210_tallbacken,2006,34
5411210_tallbacken,2007,45
5411210_tallbacken,2008,47
5411210_tallbacken,2009,146
5411210_tallbacken,2010,146
5411210_tallbacken,2011,128
5411210_tallbacken,2012,125
5411210_tallbacken,2013,131
5411210_tallbacken,2014,129
5411220_nysatra,2000,4
5411220_nysatra,2001,13
5411220_nysatra,2002,19
5411220_nysatra,2003,21
5411220_nysatra,2004,30
5411220_nysatra,2005,42
5411220_nysatra,2006,48
5411220_nysatra,2007,45
5411220_nysatra,2008,42
5411220_nysatra,2009,48
5411220_nysatra,2010,54
5411220_nysatra,2011,58
5411220_nysatra,2012,55
5411220_nysatra,2013,57
5411220_nysatra,2014,54
5411320_jarlaberg,2000,28
5411320_jarlaberg,2001,23
5411320_jarlaberg,2002,1
5411320_jarlaberg,2003,-1
5411320_jarlaberg,2004,-8
5411320_jarlaberg,2005,2
5411320_jarlaberg,2006,-5
5411320_jarlaberg,2007,-36
5411320_jarlaberg,2008,-28
5411320_jarlaberg,2009,-27
5411320_jarlaberg,2010,-20
5411320_jarlaberg,2011,-14
5411320_jarlaberg,2012,-23
5411320_jarlaberg,2013,-14
5411320_jarlaberg,2014,-12
5411330_vikdalen,2000,3
5411330_vikdalen,2001,0
5411330_vikdalen,2002,0
5411330_vikdalen,2003,5
5411330_vikdalen,2004,14
5411330_vikdalen,2005,14
5411330_vikdalen,2006,15
5411330_vikdalen,2007,14
5411330_vikdalen,2008,12
5411330_vikdalen,2009,21
5411330_vikdalen,2010,19
5411330_vikdalen,2011,18
5411330_vikdalen,2012,18
5411330_vikdalen,2013,18
5411330_vikdalen,2014,15
5411340_nacka_strand,2000,41
5411340_nacka_strand,2001,40
5411340_nacka_strand,2002,35
5411340_nacka_strand,2003,25
5411340_nacka_strand,2004,32
5411340_nacka_strand,2005,28
5411340_nacka_strand,2006,36
5411340_nacka_strand,2007,44
5411340_nacka_strand,2008,39
5411340_nacka_strand,2009,26
5411340_nacka_strand,2010,40
5411340_nacka_strand,2011,31
5411340_nacka_strand,2012,22
5411340_nacka_strand,2013,15
5411340_nacka_strand,2014,11
5411410_nacka_centrum,2000,0
5411410_nacka_centrum,2001,-1
5411410_nacka_centrum,2002,-3
5411410_nacka_centrum,2003,-5
5411410_nacka_centrum,2004,-24
5411410_nacka_centrum,2005,-31
5411410_nacka_centrum,2006,-41
5411410_nacka_centrum,2007,-43
5411410_nacka_centrum,2008,-14
5411410_nacka_centrum,2009,24
5411410_nacka_centrum,2010,48
5411410_nacka_centrum,2011,54
5411410_nacka_centrum,2012,47
5411410_nacka_centrum,2013,37
5411410_nacka_centrum,2014,60
5411500_storangen,2000,3
5411500_storangen,2001,1
5411500_storangen,2002,17
5411500_storangen,2003,26
5411500_storangen,2004,29
5411500_storangen,2005,55
5411500_storangen,2006,60
5411500_storangen,2007,76
5411500_storangen,2008,92
5411500_storangen,2009,111
5411500_storangen,2010,116
5411500_storangen,2011,132
5411500_storangen,2012,136
5411500_storangen,2013,142
5411500_storangen,2014,132
5411600_duvnas_utskog,2000,15
5411600_duvnas_utskog,2001,11
5411600_duvnas_utskog,2002,11
5411600_duvnas_utskog,2003,4
5411600_duvnas_utskog,2004,7
5411600_duvnas_utskog,2005,13
5411600_duvnas_utskog,2006,23
5411600_duvnas_utskog,2007,24
5411600_duvnas_utskog,2008,38
5411600_duvnas_utskog,2009,43
5411600_duvnas_utskog,2010,47
5411600_duvnas_utskog,2011,73
5411600_duvnas_utskog,2012,82
5411600_duvnas_utskog,2013,98
5411600_duvnas_utskog,2014,95
5411610_skuru,2000,16
5411610_skuru,2001,18
5411610_skuru,2002,32
5411610_skuru,2003,33
5411610_skuru,2004,31
5411610_skuru,2005,38
5411610_skuru,2006,39
5411610_skuru,2007,55
5411610_skuru,2008,84
5411610_skuru,2009,101
5411610_skuru,2010,118
5411610_skuru,2011,113
5411610_skuru,2012,129
5411610_skuru,2013,131
5411610_skuru,2014,169
5411700_skogalund,2000,6
5411700_skogalund,2001,15
5411700_skogalund,2002,22
5411700_skogalund,2003,28
5411700_skogalund,2004,36
5411700_skogalund,2005,38
5411700_skogalund,2006,43
5411700_skogalund,2007,38
5411700_skogalund,2008,34
5411700_skogalund,2009,40
5411700_skogalund,2010,44
5411700_skogalund,2011,43
5411700_skogalund,2012,45
5411700_skogalund,2013,41
5411700_skogalund,2014,40
5411710_vastra_ektorp,2000,-14
5411710_vastra_ektorp,2001,-21
5411710_vastra_ektorp,2002,-39
5411710_vastra_ektorp,2003,-52
5411710_vastra_ektorp,2004,-61
5411710_vastra_ektorp,2005,-86
5411710_vastra_ektorp,2006,-93
5411710_vastra_ektorp,2007,-104
5411710_vastra_ektorp,2008,-109
5411710_vastra_ektorp,2009,-92
5411710_vastra_ektorp,2010,-94
5411710_vastra_ektorp,2011,-105
5411710_vastra_ektorp,2012,-129
5411710_vastra_ektorp,2013,-141
5411710_vastra_ektorp,2014,-161
5411720_ostra_ektorp,2000,-3
5411720_ostra_ektorp,2001,-1
5411720_ostra_ektorp,2002,-10
5411720_ostra_ektorp,2003,-14
5411720_ostra_ektorp,2004,-14
5411720_ostra_ektorp,2005,-22
5411720_ostra_ektorp,2006,-26
5411720_ostra_ektorp,2007,-26
5411720_ostra_ektorp,2008,-25
5411720_ostra_ektorp,2009,-21
5411720_ostra_ektorp,2010,-11
5411720_ostra_ektorp,2011,-10
5411720_ostra_ektorp,2012,2
5411720_ostra_ektorp,2013,1
5411720_ostra_ektorp,2014,3
5411740_saltangen,2000,15
5411740_saltangen,2001,-1
5411740_saltangen,2002,4
5411740_saltangen,2003,0
5411740_saltangen,2004,-3
5411740_saltangen,2005,-18
5411740_saltangen,2006,-30
5411740_saltangen,2007,-40
5411740_saltangen,2008,-43
5411740_saltangen,2009,-51
5411740_saltangen,2010,-56
5411740_saltangen,2011,-70
5411740_saltangen,2012,-70
5411740_saltangen,2013,-64
5411740_saltangen,2014,-67
5411800_duvnas,2000,-15
5411800_duvnas,2001,-15
5411800_duvnas,2002,4
5411800_duvnas,2003,13
5411800_duvnas,2004,7
5411800_duvnas,2005,22
5411800_duvnas,2006,29
5411800_duvnas,2007,50
5411800_duvnas,2008,58
5411800_duvnas,2009,75
5411800_duvnas,2010,76
5411800_duvnas,2011,77
5411800_duvnas,2012,85
5411800_duvnas,2013,99
5411800_duvnas,2014,118
5411900_hasthagen,2000,3
5411900_hasthagen,2001,3
5411900_hasthagen,2002,5
5411900_hasthagen,2003,11
5411900_hasthagen,2004,22
5411900_hasthagen,2005,29
5411900_hasthagen,2006,35
5411900_hasthagen,2007,33
5411900_hasthagen,2008,37
5411900_hasthagen,2009,40
5411900_hasthagen,2010,38
5411900_hasthagen,2011,39
5411900_hasthagen,2012,44
5411900_hasthagen,2013,49
5411900_hasthagen,2014,59
5413001_fisksatra_sm,2000,-4
5413001_fisksatra_sm,2001,-16
5413001_fisksatra_sm,2002,-16
5413001_fisksatra_sm,2003,-17
5413001_fisksatra_sm,2004,-12
5413001_fisksatra_sm,2005,-10
5413001_fisksatra_sm,2006,-19
5413001_fisksatra_sm,2007,-16
5413001_fisksatra_sm,2008,2
5413001_fisksatra_sm,2009,7
5413001_fisksatra_sm,2010,0
5413001_fisksatra_sm,2011,1
5413001_fisksatra_sm,2012,13
5413001_fisksatra_sm,2013,8
5413001_fisksatra_sm,2014,8
5413002_fisksatra_fh,2000,-20
5413002_fisksatra_fh,2001,-41
5413002_fisksatra_fh,2002,-89
5413002_fisksatra_fh,2003,-118
5413002_fisksatra_fh,2004,-153
5413002_fisksatra_fh,2005,-172
5413002_fisksatra_fh,2006,-198
5413002_fisksatra_fh,2007,-209
5413002_fisksatra_fh,2008,-235
5413002_fisksatra_fh,2009,-259
5413002_fisksatra_fh,2010,-283
5413002_fisksatra_fh,2011,-302
5413002_fisksatra_fh,2012,-317
5413002_fisksatra_fh,2013,-351
5413002_fisksatra_fh,2014,-388
5414001_erstavik,2000,-3
5414001_erstavik,2001,0
5414001_erstavik,2002,8
5414001_erstavik,2003,11
5414001_erstavik,2004,14
5414001_erstavik,2005,20
5414001_erstavik,2006,17
5414001_erstavik,2007,23
5414001_erstavik,2008,23
5414001_erstavik,2009,26
5414001_erstavik,2010,26
5414001_erstavik,2011,26
5414001_erstavik,2012,26
5414001_erstavik,2013,20
5414001_erstavik,2014,20
5414100_kolarangen,2000,9
5414100_kolarangen,2001,21
5414100_kolarangen,2002,21
5414100_kolarangen,2003,13
5414100_kolarangen,2004,27
5414100_kolarangen,2005,34
5414100_kolarangen,2006,55
5414100_kolarangen,2007,71
5414100_kolarangen,2008,88
5414100_kolarangen,2009,92
5414100_kolarangen,2010,105
5414100_kolarangen,2011,121
5414100_kolarangen,2012,126
5414100_kolarangen,2013,134
5414100_kolarangen,2014,138
5414200_alta_gard,2000,14
5414200_alta_gard,2001,28
5414200_alta_gard,2002,41
5414200_alta_gard,2003,45
5414200_alta_gard,2004,62
5414200_alta_gard,2005,90
5414200_alta_gard,2006,93
5414200_alta_gard,2007,93
5414200_alta_gard,2008,99
5414200_alta_gard,2009,131
5414200_alta_gard,2010,145
5414200_alta_gard,2011,159
5414200_alta_gard,2012,173
5414200_alta_gard,2013,176
5414200_alta_gard,2014,187
5414300_stenso,2000,4
5414300_stenso,2001,-4
5414300_stenso,2002,-4
5414300_stenso,2003,-13
5414300_stenso,2004,-19
5414300_stenso,2005,-27
5414300_stenso,2006,-31
5414300_stenso,2007,-38
5414300_stenso,2008,-49
5414300_stenso,2009,-36
5414300_stenso,2010,-33
5414300_stenso,2011,7
5414300_stenso,2012,20
5414300_stenso,2013,35
5414300_stenso,2014,43
5414310_hedvigslund,2000,4
5414310_hedvigslund,2001,18
5414310_hedvigslund,2002,21
5414310_hedvigslund,2003,21
5414310_hedvigslund,2004,34
5414310_hedvigslund,2005,39
5414310_hedvigslund,2006,82
5414310_hedvigslund,2007,107
5414310_hedvigslund,2008,117
5414310_hedvigslund,2009,145
5414310_hedvigslund,2010,193
5414310_hedvigslund,2011,225
5414310_hedvigslund,2012,256
5414310_hedvigslund,2013,312
5414310_hedvigslund,2014,396
5423100_igelboda,2000,37
5423100_igelboda,2001,69
5423100_igelboda,2002,62
5423100_igelboda,2003,87
5423100_igelboda,2004,96
5423100_igelboda,2005,104
5423100_igelboda,2006,121
5423100_igelboda,2007,143
5423100_igelboda,2008,146
5423100_igelboda,2009,169
5423100_igelboda,2010,181
5423100_igelboda,2011,196
5423100_igelboda,2012,204
5423100_igelboda,2013,216
5423100_igelboda,2014,215
5423201_solsidan_norr,2000,3
5423201_solsidan_norr,2001,3
5423201_solsidan_norr,2002,3
5423201_solsidan_norr,2003,3
5423201_solsidan_norr,2004,3
5423201_solsidan_norr,2005,6
5423201_solsidan_norr,2006,9
5423201_solsidan_norr,2007,8
5423201_solsidan_norr,2008,5
5423201_solsidan_norr,2009,13
5423201_solsidan_norr,2010,12
5423201_solsidan_norr,2011,15
5423201_solsidan_norr,2012,12
5423201_solsidan_norr,2013,12
5423201_solsidan_norr,2014,15
5423202_saltsjobaden_centrum,2000,-11
5423202_saltsjobaden_centrum,2001,-17
5423202_saltsjobaden_centrum,2002,-25
5423202_saltsjobaden_centrum,2003,-29
5423202_saltsjobaden_centrum,2004,-33
5423202_saltsjobaden_centrum,2005,-33
5423202_saltsjobaden_centrum,2006,-33
5423202_saltsjobaden_centrum,2007,-36
5423202_saltsjobaden_centrum,2008,-40
5423202_saltsjobaden_centrum,2009,-50
5423202_saltsjobaden_centrum,2010,-48
5423202_saltsjobaden_centrum,2011,-52
5423202_saltsjobaden_centrum,2012,-52
5423202_saltsjobaden_centrum,2013,-50
5423202_saltsjobaden_centrum,2014,-49
5423230_tattby,2000,6
5423230_tattby,2001,9
5423230_tattby,2002,25
5423230_tattby,2003,18
5423230_tattby,2004,26
5423230_tattby,2005,29
5423230_tattby,2006,42
5423230_tattby,2007,53
5423230_tattby,2008,64
5423230_tattby,2009,60
5423230_tattby,2010,68
5423230_tattby,2011,81
5423230_tattby,2012,84
5423230_tattby,2013,95
5423230_tattby,2014,97
5423300_neglingeon,2000,1
5423300_neglingeon,2001,2
5423300_neglingeon,2002,19
5423300_neglingeon,2003,27
5423300_neglingeon,2004,36
5423300_neglingeon,2005,62
5423300_neglingeon,2006,86
5423300_neglingeon,2007,118
5423300_neglingeon,2008,125
5423300_neglingeon,2009,119
5423300_neglingeon,2010,139
5423300_neglingeon,2011,136
5423300_neglingeon,2012,129
5423300_neglingeon,2013,130
5423300_neglingeon,2014,135
5423400_solsidan,2000,-6
5423400_solsidan,2001,8
5423400_solsidan,2002,15
5423400_solsidan,2003,20
5423400_solsidan,2004,13
5423400_solsidan,2005,14
5423400_solsidan,2006,23
5423400_solsidan,2007,44
5423400_solsidan,2008,60
5423400_solsidan,2009,61
5423400_solsidan,2010,77
5423400_solsidan,2011,95
5423400_solsidan,2012,94
5423400_solsidan,2013,100
5423400_solsidan,2014,127
5423500_algo,2000,8
5423500_algo,2001,19
5423500_algo,2002,13
5423500_algo,2003,19
5423500_algo,2004,23
5423500_algo,2005,31
5423500_algo,2006,25
5423500_algo,2007,33
5423500_algo,2008,47
5423500_algo,2009,55
5423500_algo,2010,52
5423500_algo,2011,59
5423500_algo,2012,60
5423500_algo,2013,55
5423500_algo,2014,58
5432000_norra_bjorknas,2000,-2
5432000_norra_bjorknas,2001,4
5432000_norra_bjorknas,2002,7
5432000_norra_bjorknas,2003,8
5432000_norra_bjorknas,2004,16
5432000_norra_bjorknas,2005,29
5432000_norra_bjorknas,2006,41
5432000_norra_bjorknas,2007,62
5432000_norra_bjorknas,2008,68
5432000_norra_bjorknas,2009,83
5432000_norra_bjorknas,2010,85
5432000_norra_bjorknas,2011,92
5432000_norra_bjorknas,2012,96
5432000_norra_bjorknas,2013,109
5432000_norra_bjorknas,2014,107
5432020_sodra_bjorknas,2000,17
5432020_sodra_bjorknas,2001,27
5432020_sodra_bjorknas,2002,40
5432020_sodra_bjorknas,2003,39
5432020_sodra_bjorknas,2004,42
5432020_sodra_bjorknas,2005,61
5432020_sodra_bjorknas,2006,70
5432020_sodra_bjorknas,2007,106
5432020_sodra_bjorknas,2008,107
5432020_sodra_bjorknas,2009,112
5432020_sodra_bjorknas,2010,119
5432020_sodra_bjorknas,2011,131
5432020_sodra_bjorknas,2012,126
5432020_sodra_bjorknas,2013,134
5432020_sodra_bjorknas,2014,139
5432030_klinten,2000,8
5432030_klinten,2001,12
5432030_klinten,2002,8
5432030_klinten,2003,7
5432030_klinten,2004,7
5432030_klinten,2005,1
5432030_klinten,2006,11
5432030_klinten,2007,1
5432030_klinten,2008,6
5432030_klinten,2009,-2
5432030_klinten,2010,-6
5432030_klinten,2011,-14
5432030_klinten,2012,-35
5432030_klinten,2013,-10
5432030_klinten,2014,-4
5432100_eknas,2000,3
5432100_eknas,2001,9
5432100_eknas,2002,7
5432100_eknas,2003,13
5432100_eknas,2004,22
5432100_eknas,2005,51
5432100_eknas,2006,71
5432100_eknas,2007,65
5432100_eknas,2008,78
